,Title,ID,Vote_Avg,Vote_Count,Popularity,release_year,Director,Gender,Revenue,Budget
944,Super Mario Bros.,9607,4.0,327,9.871,1993,Annabel Jankel,female,20915465,48000000
945,Backstabbing for Beginners,476678,6.5,19,9.87,2018,Per Fly,male,0,0
946,The Outsiders,227,7.2,424,9.869,1983,Francis Ford Coppola,male,33697647,10000000
947,Dragonfly,10052,6.3,288,9.869,2002,Tom Shadyac,male,52322400,60000000
948,August: Osage County,152737,6.9,683,9.869,2013,John Wells,male,74188937,25000000
949,The Tale of Despereaux,10199,5.8,358,9.867,2008,Robert Stevenhagen,male,86900000,60000000
950,The Visitors II: The Corridors of Time,10353,5.9,355,9.867,1998,Jean-Marie Poiré,male,0,0
951,The White Ribbon,37903,7.4,353,9.867,2009,Michael Haneke,male,0,15238800
952,Linhas de Sangue,520232,0.0,0,9.867,2018,Sérgio Graciano,male,0,0
953,Silence,68730,7.1,1171,9.867,2016,Martin Scorsese,male,23737523,46000000
954,Fullmetal Alchemist,426285,5.2,161,9.864,2017,Fumihiko Sori,,0,10000000
955,The Hunt,103663,8.0,1290,9.864,2012,Thomas Vinterberg,male,18309793,3800000
956,Ruby Sparks,103332,7.0,741,9.863,2012,Jonathan Dayton,male,9128263,0
957,DragonHeart: A New Beginning,10473,5.4,107,9.861,2000,Doug Lefler,male,0,0
958,Happily N'Ever After,5393,4.8,165,9.86,2006,Paul Bolger,male,38085778,47000000
959,Interview with the Vampire,628,7.3,2160,9.859,1994,Neil Jordan,male,223664608,60000000
960,Hart's War,10592,6.2,332,9.859,2002,Gregory Hoblit,male,32287044,70000000
961,Turkish for Beginners,94562,6.6,165,9.859,2012,Bora Dağtekin,male,0,0
962,Days of Glory,2016,6.8,137,9.858,2006,Rachid Bouchareb,male,22963701,14500000
963,Cube Zero,438,5.7,383,9.857,2004,Ernie Barbarash,male,0,825000
964,Bogus,3587,5.6,82,9.857,1996,Norman Jewison,male,0,32000000
965,Extremely Loud & Incredibly Close,64685,7.0,994,9.857,2011,Stephen Daldry,male,55247881,40000000
966,Coach Carter,7214,7.3,715,9.854,2005,Thomas Carter,male,76669806,30000000
967,The Siege of Jadotville,334517,7.2,252,9.854,2016,Richie Smyth,male,0,0
968,The 36th Chamber of Shaolin,11841,7.6,102,9.854,1978,Liu Chia-Liang,male,0,0
969,The Last Castle,2100,6.9,394,9.853,2001,Rod Lurie,male,27642707,72000000
970,XX,297160,4.8,167,9.852,2017,Jovanka Vuckovic,female,30911,0
971,Boys and Girls,10571,5.5,139,9.851,2000,Robert Iscove,male,20627372,16000000
972,The Ring Two,10320,5.5,942,9.848,2005,Hideo Nakata,male,161451538,50000000
973,Pathfinder,1534,5.3,232,9.848,2007,Marcus Nispel,male,30822861,45000000
974,The Rover,157845,6.3,362,9.843,2014,David Michôd,male,2295423,12250000
975,Going in Style,353070,6.6,989,9.843,2017,Zach Braff,male,84618541,25000000
976,Teenage Mutant Ninja Turtles III,1499,5.2,246,9.842,1993,Stuart Gillard,male,0,10000000
977,Sanjuro,11712,8.0,162,9.841,1962,Akira Kurosawa,male,0,0
978,"Honey, We Shrunk Ourselves",11425,5.2,220,9.841,1997,Dean Cundey,male,0,7000000
979,Tammy,226486,5.1,609,9.841,2014,Ben Falcone,male,100525432,20000000
980,Tora! Tora! Tora!,11165,7.0,188,9.839,1970,Richard Fleischer,male,29548291,25485000
981,The Big Blue,175,7.6,537,9.837,1988,Luc Besson,male,0,14390509
982,13 Assassins,58857,7.3,433,9.837,2010,Takashi Miike,male,17555141,6000000
983,The Insult,468284,7.5,104,9.836,2017,Ziad Doueiri,male,1001305,3000000
984,Iron Monkey,12780,7.6,104,9.833,1993,Yuen Woo-ping,male,14681661,0
985,Thank You for Smoking,9388,7.2,921,9.83,2005,Jason Reitman,male,24793509,6500000
986,Under Siege,8845,6.2,532,9.829,1992,Andrew Davis,male,156563139,35000000
987,A Man Apart,8409,5.9,342,9.829,2003,F. Gary Gray,,44350926,36000000
988,Devil's Gate,355193,5.3,28,9.829,2017,Clay Staub,male,0,0
989,Boogie Nights,4995,7.6,1115,9.828,1997,Paul Thomas Anderson,male,43101594,15000000
990,Baby's Day Out,11212,5.9,422,9.823,1994,Patrick Read Johnson,male,16671505,50000000
991,Monsters,43933,6.2,747,9.823,2010,Gareth Edwards,male,4242978,500000
992,Bend It Like Beckham,455,6.2,837,9.821,2002,Gurinder Chadha,male,76578641,3500159
993,Vedigundu Pasangge,534604,0.0,0,9.821,2018,Vimala Perumal,female,0,0
994,The Secret World of Arrietty,51739,7.5,949,9.821,2010,Hiromasa Yonebayashi,male,145570827,37000000
995,"You, Me and Dupree",1819,5.4,581,9.82,2006,Anthony Russo,male,130431368,54000000
996,Code Blue,497333,0.0,0,9.82,2018,Masaki Nishiura,male,0,0
997,RoboCop 2,5549,5.8,656,9.819,1990,Irvin Kershner,male,45681173,35000000
998,Seven Pounds,11321,7.6,2964,9.819,2008,Gabriele Muccino,male,168167691,55000000
999,Back to the Future Part II,165,7.6,5379,9.817,1989,Robert Zemeckis,male,332000000,40000000
